name,link,uses,inconvinients
Vancomycin,https://www.drugs.com/vancomycin.html,"['Vancomycin is an antibiotic. Oral (taken by mouth) vancomycin fights bacteria in the intestines.', 'Vancomycin is used to treat an infection of the intestines caused by Clostridium difficile, which can cause watery or bloody diarrhea. This medicine is also used to treat staph infections that can cause inflammation of the colon and small intestines.', 'Oral vancomycin works only in the intestines and is not normally absorbed into the body. vancomycin will not treat other types of infection. An injectable form of this medicine is available to treat serious infections in other parts of the body.']","['Get emergency medical help if you have signs of an allergic reaction to vancomycin: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Certain side effects may occur if your body absorbs vancomycin through the intestinal walls. Call your doctor at once if you have:', 'Side effects on the kidneys may be more likely in older adults taking this medicine.', 'Common vancomycin side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vanos,https://www.drugs.com/mtm/vanos.html,"['Fluocinonide is a potent steroid that prevents the release of substances in the body that cause inflammation.', 'Vanos (for the skin) is used to treat inflammation and itching caused by plaque psoriasis or skin conditions that respond to steroid medication.', 'Vanos may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Vanos may cause serious side effects. Call your doctor at once if you have:', 'Steroid medicine can affect growth in children. Tell your doctor if your child is not growing at a normal rate while using this medicine.', 'Common side effects of Vanos may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Varenicline,https://www.drugs.com/varenicline.html,"['Varenicline is an oral nicotine receptor partial agonist that may be used to help people stop smoking. Smoking can increase a person’s risk of getting lung disease, heart disease, and certain types of cancer.', 'Varenicline works by binding to α4β2 nicotinic acetylcholine receptors, stimulating these receptors at a much lower level than nicotine, while at the same time preventing nicotine from binding to these same receptors. This decreases nicotine cravings and withdrawal symptoms that happen when people stop smoking.', 'Varenicline was FDA-approved on May 10, 2006, under the brand Chantix. The Chantix brand has been discontinued, but varenicline generics\xa0are available.\xa0']","['Varenicline may cause serious side effects including allergic reactions, neuropsychiatric side effects, seizures, cardiovascular events, sleepwalking, angioedema, serious skin reactions, and increased effects of alcohol (see warnings below).', 'Nausea is the most common side effect reported with varenicline, experienced by up to 30% of people taking it. Reducing the dose may help with this side effect.', 'Other common side effects of varenicline affecting 5% or more people who take it include sleep problems (trouble sleeping or vivid, unusual, or strange dreams), constipation, gas, and vomiting.', 'When you try to quit smoking, with or without varenicline, you may have symptoms that may be due to nicotine withdrawal, such as:', 'Some people have even experienced suicidal thoughts when trying to quit smoking with or without medication. Sometimes quitting smoking can lead to worsening mental health problems that you already have, such as depression.', 'These are not all the side effects of varenicline. Ask your healthcare provider or pharmacist for more information. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088.']"
Vascepa,https://www.drugs.com/vascepa.html,"['Vascepa works in the liver and bloodstream to reduce very low-density triglycerides.', 'Vascepa is used together with other medicines (such as statins) to reduce the risk of heart attack, stroke, and some types of heart problems that need hospitalization in adults.', 'Vascepa is used together with a low-fat and low-cholesterol diet to reduce triglycerides (fats) in adults with severely high triglycerides.', 'It is not known whether Vascepa will lower your risk of pancreatitis (inflammation of your pancreas).']","['Get emergency medical help if you have signs of an allergic reaction to Vascepa: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Common Vascepa side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vasopressin,https://www.drugs.com/mtm/vasopressin.html,"['Vasopressin is used to raise blood pressure in adults with life-threatening low blood pressure when other treatments have not worked.', 'Vasopressin may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives, difficult breathing, swelling of your face, lips, tongue, or throat.', 'Tell your medical caregivers at once if you have:', 'Common side effects of vasopressin may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vasotec,https://www.drugs.com/vasotec.html,"['Vasotec (enalapril) is used alone or in combination with other medications to treat high blood pressure in adults and children at least 1 month old.', 'Vasotec can also be used to prevent and treat congestive congestive heart failure in adults.', 'Vasotec belongs to a class of medications called angiotensin-converting enzyme (ACE) inhibitors. Enalapril works by decreasing certain chemicals that tighten the blood vessels, so blood flows more smoothly and the heart can pump blood more efficiently.']","['Get emergency medical help if you have signs of an allergic reaction to Vasotec: hives, severe stomach pain, difficulty breathing, swelling of your face, lips, tongue, or throat.', 'Enalapril may cause serious side effects. Call your doctor at once if you have:', 'Common Vasotec side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Velcade,https://www.drugs.com/velcade.html,"['Velcade (bortezomib) is used to treat multiple myeloma (MM) and mantle cell lymphoma (MCL) in adults. Velcade injection is a proteasome inhibitor,\xa0a type of targeted cancer drug. Velcade injection is not chemotherapy. Velcade works by blocking enzymes (proteasomes), which usually break down proteins inside cancer cells. This causes proteins to build up inside cancer cells, and the cancer cells die.', 'Velcade is given as an injection under the skin (subcutaneous injection) or into a vein (intravenous injection) weekly or twice weekly.\xa0 Velcade may be used alone or in combination with other medicines, including rituximab, cyclophosphamide, doxorubicin, melphalan, prednisone, or dexamethasone.', 'Multiple myeloma is a type of cancer of the bone marrow, and mantle cell lymphoma is a fast-growing cancer that begins in the cells of the immune system. Vecade can be used to treat relapsed multiple myeloma, untreated multiple myeloma, relapsed mantel cell lymphoma and untreated mantel cell lymphoma,', 'Velcade (bortezomib) injection received FDA approval on May 13, 2003.']","['Get emergency medical help if you have signs of an allergic reaction to Velcade, including hives, difficulty breathing, or swelling of your face, lips, tongue, or throat.', 'Velcade may cause a serious side effect of brain infection that can lead to disability or death. Tell your doctor if you have problems with speech, thought, vision, or muscle movement. These symptoms can get worse quickly.', 'Velcade can cause the side effect of life-threatening blood clots in the small blood vessels inside your organs, such as your brain or kidneys. Seek medical help right away if you have symptoms of this condition, such as a fever, tiredness, decreased urination, bruising, or nosebleeds.', 'Velcade may cause other serious side effects. Call your doctor at once if you have:', 'Your cancer treatments may be delayed or permanently discontinued if you have certain side effects.', 'This is not a complete list of side effects, and others may occur. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088.']"
Venclexta,https://www.drugs.com/venclexta.html,"['Venclexta is an oral, targeted cancer treatment that may be used to treat:', 'Venclexta was FDA approved on April 11, 2016. Venclexta is a targeted treatment, it is not chemotherapy. There is no Venclexta generic available in the United States.']","['Venclexta can cause serious side effects, including:', 'The most common side effects of Venclexta for CLL or SLL affecting 20% or more people when it is used in combination with other drugs or alone, include low white cell counts, low platelet counts, low red blood cell counts, diarrhea, nausea upper respiratory tract infection, cough, muscle and joint pain, tiredness, and swelling of your arms, legs, hands, and feet.', 'The most common side effects of Venclexta for AML affecting 30% or more people when it is used in combination with other drugs include nausea, diarrhea, low platelet count; constipation; low white blood cell count; fever with low white blood cell count; tiredness; vomiting; swelling of arms, legs, hands, or feet; fever, a lung infection; shortness of breath; bleeding; low red blood cell count; rash; stomach (abdominal) pain; an infection in your blood; muscle and joint pain; dizziness; cough; sore throat; and low blood pressure', 'Venclexta may cause fertility problems in males. This may affect your ability to father a child. Talk to your healthcare provider if you have concerns about fertility.', 'Get emergency medical help if you have signs of an allergic reaction to Venclexta: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'These are not all the possible side effects of Venclexta. Call your doctor for medical advice about side effects. You may report side effects to AbbVie Inc. at 1-800-633-9110 or FDA at 1-800-FDA-1088 or www.fda.gov/medwatch']"
Venlafaxine,https://www.drugs.com/venlafaxine.html,"['Venlafaxine is used in adults to treat major depressive disorder. Venlafaxine extended-release (long-acting) capsules are also used to treat generalized anxiety disorder (GAD; excessive worrying that is difficult to control), social anxiety disorder (extreme fear of interacting with others or performing in front of others that interferes with normal life), and panic disorder (sudden, unexpected attacks of extreme fear and worry about these attacks).', 'Venlafaxine belongs to in a class of medications called selective serotonin and norepinephrine reuptake inhibitors (SNRIs). Venlafaxine works by increasing the amounts of serotonin and norepinephrine, natural substances in the brain that help maintain mental balance.']","['Get emergency medical help if you have signs of an allergic reaction to venlafaxine: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Tell your doctor right away if you have new or sudden changes in mood or behavior, including new or worse depression or anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, more active or talkative, or have thoughts about suicide or hurting yourself.', 'Venlafaxine may cause serious side effects. Call your doctor at once if you have:', 'Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.', 'Common venlafaxine side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Venofer,https://www.drugs.com/venofer.html,"['Venofer injection contains iron sucrose, a form of the mineral iron. Iron is important for many functions in the body, especially for the transport of oxygen in the blood.', 'Venofer is used to treat severe iron deficiency anemia due to chemotherapy, advanced kidney diseases, and other causes.', 'Venofer is not for treating other forms of anemia not caused by iron deficiency.', 'Venofer is for use in adults and children at least 2 years old.']","['Get emergency medical help if you have signs of an allergic reaction to Venofer: hives, rash, itching; feeling light-headed; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Tell your caregivers right away if you have:', 'Common Venofer side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Ventolin,https://www.drugs.com/pro/ventolin.html,,
Ventolin HFA,https://www.drugs.com/ventolin.html,"['Ventolin is a bronchodilator that relaxes muscles in the airways and increases air flow to the lungs.', 'Ventolin HFA is used to treat or prevent bronchospasm, or narrowing of the airways in the lungs, in people with asthma or certain types of chronic obstructive pulmonary disease (COPD). It is also used to prevent exercise-induced bronchospasm.', 'Ventolin HFA is for use in adults and children who are at least 4 years old.']","['Get emergency medical help if you have signs of an allergic reaction to Ventolin: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Common Ventolin side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Veozah,https://www.drugs.com/veozah.html,"['Veozah is a nonhormonal prescription medicine used to reduce moderate to severe vasomotor symptoms (hot flashes and night sweats) due to menopause.\xa0', 'Before a woman enters menopause, a balance exists between the estrogen hormones and a brain chemical called neurokinin B (NKB), that works to regulate the body’s temperature. During menopause, estrogen levels decline and this balance is disrupted, leading to vasomotor symptoms.', 'Veozah contains a drug called fezolinetant. Fezolinetant is a neurokinin 3 (NK3) receptor antagonist that works to reduce the frequency and intensity of hot flashes by restoring the balance between estrogen and NKB by blocking NKB in the temperature control center of the brain.']","['Veozah can cause serious side effects, including:', 'Call your healthcare provider right away if you have the following signs and symptoms of liver problems:', 'Common Veozah side effects include:', 'Tell your healthcare provider if you have any side effect that bothers you or does not go away.', 'These are not all the possible side effects. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Verapamil,https://www.drugs.com/verapamil.html,"['Verapamil belongs to a class of medications called calcium-channel blockers. It works by relaxing the muscles of your heart and blood vessels so the heart does not have to pump as hard. Verapamil also increases the supply of blood and oxygen to the heart and slows electrical activity in the heart to control the heart rate.', 'Verapamil is used to treat hypertension (high blood pressure), angina (chest pain), and certain heart rhythm disorders.', 'The immediate-release tablets are also used alone or with other medications to prevent and treat irregular heartbeats.', 'Verapamil injection is used in adults and children to rapidly or temporarily restore normal heart rate in people with certain heart rhythm disorders.', 'High blood pressure is a common condition and when not treated, can cause damage to the brain, heart, blood vessels, kidneys and other parts of the body. Damage to these organs may cause heart disease, a heart attack, heart failure, stroke, kidney failure, loss of vision, and other problems. In addition to taking medication, making lifestyle changes will also help to control your blood pressure. These changes include eating a diet that is low in fat and salt, maintaining a healthy weight, exercising at least 30 minutes most days, not smoking, and using alcohol in moderation.']","['Get emergency medical help if you have signs of an allergic reaction to verapamil: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Verapamil may cause serious side effects. Call your doctor at once if you have:', 'Common verapamil side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Versed,https://www.drugs.com/mtm/versed.html,"['Versed is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to help you relax before having a minor surgery, dental work, or other medical procedure.', 'Versed may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Versed can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. Your caregivers will watch you for symptoms such as weak or shallow breathing.', 'Tell your medical caregivers right away if you have:', 'Drowsiness or dizziness may last longer in older adults. Use caution to avoid falling or accidental injury.', 'Common side effects of Versed may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Verzenio,https://www.drugs.com/verzenio.html,"['Verzenio (abemaciclib) is a prescription medicine used in combination with other cancer treatments to treat certain patients with HR-positive, HER2-negative breast cancer. It is used in adults when the cancer has progressed or has spread to other parts of the body (metastatic) after other treatments have failed. Abemaciclib belongs to a class of medications called kinase inhibitors.', 'Verzenio is a targeted treatment known as a CDK4/6 inhibitor. It works inside the cell to block CDK4/6 activity and help stop the growth of cancer cells.', 'Verzenio is used in combination with an aromatase inhibitor such as anastrozole (Arimidex), exemestane (Aromasin), or letrozole (Femara) to treat a certain type of hormone receptor-positive, early breast cancer.', 'Verzenio is also used along with fulvestrant (Faslodex) to treat a certain type of hormone receptor-positive, advanced breast cancer (breast cancer that depends on hormones such as estrogen to grow) or breast cancer that has spread to other parts of the body after treatment with an antiestrogen medication such as tamoxifen.', 'Verzenio is also used along with anastrozole (Arimidex), exemestane (Aromasin), or letrozole (Femara) as a first treatment of hormone receptor-positive, advanced breast cancer or breast cancer that has spread to other parts of the body.', 'Verzenio is also used alone to treat a certain type of hormone receptor-positive, advanced breast cancer or breast cancer that has spread to other parts of the body in people who have already been treated with an antiestrogen medication and chemotherapy.', 'Abemaciclib works by blocking the action of an abnormal protein that signals cancer cells to multiply. This helps slow or stop the spread of cancer cells.', 'When Verzenio is used in combination with fulvestrant, tamoxifen, or an aromatase inhibitor, also read the Patient Information for the associated prescribed medicine. Ask your healthcare provider if you are not sure.']","['Get emergency medical help if you have signs of an allergic reaction to Verzenio: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Abemaciclib may cause serious side effects. Call your doctor at once if you have:', 'Your cancer treatments may be delayed or permanently discontinued if you have certain side effects.', 'Common Verzenio side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
VESIcare,https://www.drugs.com/vesicare.html,"['VESIcare is a prescription medicine used to treat symptoms of overactive bladder, such as frequent or urgent urination, and incontinence (urine leakage).', 'VESIcare LS oral suspension (liquid) is used to treat overactive bladder caused by a neurologic disorder (such as multiple sclerosis or spinal cord injury) in children at least 2 years old when other medicines cannot be used or have not worked.', 'VESIcare 5 mg and 10 mg tablets are not approved for use in children.']","['Get emergency medical help if you have signs of an allergic reaction to VESIcare (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).', 'Stop using VESIcare and call your doctor at once if you have:', 'Common VESIcare side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Viagra,https://www.drugs.com/viagra.html,"['Viagra relaxes muscles found in the walls of blood vessels and increases blood flow to particular areas of the body.', 'Viagra is used to treat erectile dysfunction (impotence) in men. Another brand of sildenafil is Revatio, which is used to treat pulmonary arterial hypertension and improve exercise capacity in men and women. This page contains specific information for Viagra, not Revatio.', 'Do not take Viagra while also taking Revatio, unless your doctor tells you to.']","['Get emergency medical help if you have signs of an allergic reaction to Viagra: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Stop taking Viagra and get emergency medical help if you have:', 'Call your doctor at once if you have:', 'Common Viagra side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vibramycin,https://www.drugs.com/pro/vibramycin.html,,
Vicodin,https://www.drugs.com/vicodin.html,"['Vicodin contains a combination of acetaminophen and hydrocodone. Hydrocodone is an opioid pain medication. An opioid is sometimes called a narcotic. Acetaminophen is a less potent pain reliever that increases the effects of hydrocodone.', 'Vicodin tablets are used for the relief of moderate to moderately severe pain.', 'Vicodin may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction to Vicodin: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should give naloxone and/or seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up.', 'In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Vicodin and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. If you have this type of reaction, you should never again take any medicine that contains acetaminophen.', 'Call your doctor at once if you have:', 'Serious breathing problems may be more likely in older adults and in those who are debilitated or have wasting syndrome or chronic breathing disorders.', 'Common Vicodin side effects include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Victoza,https://www.drugs.com/victoza.html,"['Victoza is similar to a hormone that occurs naturally in the body and helps control blood sugar, insulin levels, and digestion.', 'Victoza is used together with diet and exercise to improve blood sugar control in adults and children 10 years of age and older with type 2 diabetes mellitus.', 'Victoza may also help reduce the risk of serious heart problems such as heart attack or stroke in adults with type 2 diabetes and heart disease. It is usually given after other diabetes medicines have been tried without success. Victoza is not for treating type 1 diabetes.']","['Get emergency medical help if you have signs of an allergic reaction to Victoza: hives; fast heartbeats; dizziness; trouble breathing or swallowing; swelling of your face, lips, tongue, or throat.', 'Call your doctor at once if you have:', 'Common Victoza side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Viibryd,https://www.drugs.com/viibryd.html,"['Viibryd is an antidepressant in a group of drugs called selective serotonin reuptake inhibitors (SSRIs).', 'Viibryd is used to treat major depressive disorder (MDD).', 'It is not known if Viibryd is safe and effective for use in children for the treatment of MDD.']","['Get emergency medical help if you have signs of an allergic reaction to Viibryd: skin rash or hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.', 'Call your doctor at once if you have:', 'Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.', 'Common Viibryd side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vilazodone,https://www.drugs.com/mtm/vilazodone.html,"['Vilazodone is an antidepressant that is used to treat major depressive disorder (MDD).', 'Vilazodone may also be used for purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: skin rash or hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself.', 'Vilazodone may cause serious side effects. Call your doctor at once if you have:', 'Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea.', 'Common side effects of vilazodone may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vimpat,https://www.drugs.com/vimpat.html,"['Vimpat is an anti-epileptic drug, also called an anticonvulsant.', 'Vimpat is used to treat partial-onset seizures in adults and children who are at least 1 month of age.', 'Vimpat is also used to treat primary generalized tonic-clonic seizures in people who are at least 4 years old.']","['Get emergency medical help if you have signs of an allergic reaction to Vimpat: hives; difficulty breathing; swelling of your face, lips, tongue, or throat.', 'Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes.', 'Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, depression, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself.', 'Call your doctor at once if you have:', 'Common Vimpat side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1 800 FDA 1088.']"
Vincristine,https://www.drugs.com/mtm/vincristine.html,"[""Vincristine is used to treat leukemia, Hodgkin's disease, non-Hodgkin's lymphoma, rhabdomyosarcoma (soft tissue tumors), neuroblastoma (cancer that forms in nerve tissue), and Wilms' tumor."", 'Vincristine is sometimes used in combination with other cancer drugs.', 'Vincristine may also be used for other purposes not listed in this medication guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Vincristine may cause serious side effects. Call your doctor at once if you have:', 'Common side effects of vincristine may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vistaril,https://www.drugs.com/vistaril.html,"['Vistaril reduces activity in the central nervous system. It also acts as an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of itching, or hives on the skin.', 'Vistaril is used as a sedative to treat anxiety and tension. It is also used together with other medications given during and after general anesthesia.', 'Vistaril is also used to treat allergic skin reactions such as hives or contact dermatitis.']","['Get emergency medical help if you have signs of an allergic reaction to Vistaril: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'In rare cases, Vistaril may cause a severe skin reaction. Stop taking this medicine and call your doctor right away if you have sudden skin redness or a rash that spreads and causes white or yellow pustules, blistering, or peeling.', 'Stop using Vistaril and call your doctor at once if you have:', 'Side effects such as drowsiness and confusion may be more likely in older adults.', 'Common Vistaril side effects may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
Vitamin B12,https://www.drugs.com/monograph/vitamin-b12.html,"['Treatment of pernicious anemia and other vitamin B12 deficiency states.  ', 'Parenteral cyanocobalamin or hydroxocobalamin: Treatment of vitamin B12 deficiency due to inadequate intrinsic factor (IF) secretion; impaired intestinal absorption; or dietary deficiency associated with a vegetarian diet.  ', 'Cyanocobalamin is considered the parenteral vitamin B12 preparation of choice; hydroxocobalamin may be preferred for initial treatment.', 'Cyanocobalamin nasal spray: Used to maintain hematologic status in adults with pernicious anemia with no nervous system involvement who have responded to parenteral vitamin B 12 therapy. Also used as a supplement for vitamin B12 deficiency due to dietary deficiency, impaired absorption, inadequate secretion of IF, or certain other conditions.', 'Adequate intake needed to prevent vitamin B12 deficiency and neurologic complications associated with vitamin B12 deficiency.', 'Adequate intake of vitamin B12 usually can be accomplished through consumption of foodstuffs; however, about 10–30% of geriatric individuals are unable to absorb naturally occurring vitamin B12 and should consume vitamin B12-fortified food or supplements. Inadequate intake can occur in vegetarians and their breast-fed infants. Mixed foods whose main ingredient is meat, fish, or poultry; milk; and fortified ready-to-eat cereals are the main sources of vitamin B12 in the diet of US adults and children.', 'Recommended Dietary Allowance (RDA) in adults based on amount needed to maintain hematologic status and normal serum vitamin B12 concentrations.', 'Adequate intake (AI) established for infants ≤6 months of age based on observed mean vitamin B12 intake of infants fed principally human milk; AI for infants 7–12 months of age based on AI for younger infants and data in adults.', 'RDA for children 1–18 years of age based on data in adults.', 'Parenteral cyanocobalamin: Management of hereditary deficiency of transcobalamin II.', 'Parenteral cyanocobalamin and hydroxocobalamin: Used in conjunction with cyanocobalamin Co 57 in Schilling test to study vitamin B12 absorption. ', 'Hydroxocobalamin (Cyanokit): Treatment of known or suspected cyanide poisoning.    Used in conjunction with airway and cardiovascular support and management of seizure activity.']",
Vitamin C,https://www.drugs.com/mtm/vitamin-c.html,"['Ascorbic acid is used to treat and prevent vitamin C deficiency.', 'Ascorbic acid is also used in supporting antioxidant activity and the immune system to work properly to protect the body from disease.', 'Ascorbic acid may also be used for purposes not listed in this product guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives, difficult breathing, swelling of your face, lips, tongue, or throat.', 'Ascorbic acid may cause serious side effects. Stop using ascorbic acid and call your doctor at once if you have:', 'Common side effects of Vitamin C may include:', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1 800 FDA 1088.']"
Vitamin D,https://www.drugs.com/vitamin-d.html,"['Vitamin D has to be one of science’s most misunderstood vitamins.', 'For a start, it is not actually a vitamin, but a prohormone, which means that it is converted into a hormone by our body. It is also not just one substance, but five different substances, of which two have been identified as being the most important to humans. These are:', 'In addition, research has discovered that vitamin D is not only vital for calcium absorption and bone growth and remodeling, but several other important processes as well, such as modulating cell growth and immune system function.', 'Vitamin D acts on our bones, intestines, kidneys and parathyroid glands to keep calcium in balance throughout our body. Vitamin D receptors are also located within our cardiovascular system, lungs, pancreas, skeletal muscle, skin, and reproductive organs. In summary, vitamin D is a prohormone that is essential for good health.', 'Only 10% of the vitamin D our body needs is obtained from food. The rest is made by our bodies when our skin is exposed to sunlight.']",
Vitamin D3,https://www.drugs.com/mtm/vitamin-d3.html,"['Cholecalciferol is vitamin D3. Vitamin D helps your body absorb calcium.', 'Vitamin D is also essential for maintaining a healthy immune system. The function of the immune system is to prevent or limit infection.', 'Cholecalciferol is used as a dietary supplement in people who do not get enough vitamin D in their diets to maintain adequate health.', 'Cholecalciferol may also be used for purposes not listed in this guide.']","['Get emergency medical help if you have signs of an allergic reaction: hives; difficult breathing; swelling of your face, lips, tongue, or throat.', 'Stop taking cholecalciferol and call your doctor at once if you have:', 'Less serious side effects may be more likely, and you may have none at all.', 'This is not a complete list of side effects and others may occur. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.']"
